Text,Category
"en serio, a nadie le da risa que le cuenten el final de su serie.  no quedan como graciosos, pillos ni nada por el estilo. putos.
",0
"ojalá y me de una sobredosis de tanto pendejo fármaco que estoy consumiendo y me muera a la verga.
",0
"espinao tengo el pepinillo para preñar puchas de joto, invite
",0
"putos simios ojalá no lleguen al mundial, malditos hondureños miserables.
",1
"nunca he ido a partidos de fútbol porque soy medio marica para esos, pero si a conciertos y casi morir aplastada 😕🙄
",0
"increíble que el puto línea no pueda ver ese fuera de juego cuando lo tiene enfrente
",0
"edson 10 váyanse a la verga, corto jugadas de peligro a lo bestia.
",0
"para la sesión de mañana de servicio social nos pidieron llevar una foto de nosotros de 15x15cms. me costó mil elegir una porque gorda 🐷
",0
"violencia. volátil, visible, violencia visceral. de la verga verlos vergueársela pa' sentirse bien vergudxs. perdón, pero es…
",0
"amo que el club oficial de fans de rihanna méxico me de likes en instagram. soy muy groupie que perro oso. me vale madre.
",0
"@usuario y lee libros como las feas pero ella nunca es fea, siempre está preciosa.
",0
"#video pareja gay es agredida por 20 jóvenes en calles de argentina 
",0
"jajajajajajaja ñop sigue siendo la estúpida de mi vecina gritando como loca 😪
",1
"este cabron se pasa de culero, ando con unas putas ganas de ponerme impertinente que no mamen. 
",1
"tranquilo, yo lo nazi me lo guar.. digo si se mamo el weon ese
",0
" @usuario y como ciudadanos que podemos hacer yo ya estoy hasta la madre de todo esto y no me salgan con que en las urnas, hay que actuar
",0
"@usuario siii pero ella por tonta, pero a mi me gusta fernandino y el seguirá le pondran a otra chava
",0
"estaré gorda pero al menos no perturbarse por un accidente.
",0
"cuando te dejan solo en el salón y traes la verga parada y  le tomas una selfie  #andohot #conganasdeunculo
",0
"madre luchona que se respeta es ""hater""
",0
"me siento súper luchona y toda una kimberly cuando twiteo cosas así jajajajajajajajajaja
",0
"hace rato le marqué a mi mamá y en vez de preguntar cómo estaba su hijo me preguntó por la gata, le reclamé y me respondió ""sigues vivo no?""
",0
"cuando tu vida se resume a estar en un clubmediafest estás de la verga.
",0
"políticos pseudoaficiomados que sólo en finales hablan de beisbol pueden ir mucho a chingar a su madre. y peor cuando opinan.
",1
"fui por putas y ya saqué una cita para el viernes, que nervios.
",0
"que tikis mikis me salieron las dos con el puto cereal, no? d: xddd
",0
"ese niño que es tan hiperactivo y parece que te va a volver loca, es el que termina conquistandote con esa mirada traviesa 😄💙
",0
"@usuario ojalá hay alguien más bendecido 🙌, solo es uno pero igual y vemos como los puedo llevar al padre fer y a madre tú
",0
"la concha de tu madre @usuario están desperdiciando a nakamura hijos de la remil putas.
",1
"a una mujer que le han pedido que deje en paz a un hombre porque es casado ya le vale verga todo, matar o morir dice dice su…
",0
"les dejo una pequeña reflexión, si les gusta me ayudan a compartirla?
",0
"de verdad que ya no sabes ni a cual irle todos los partidos son iguales putos rateros
",1
"q joto juan carlos @usuario les fue a contar a los demás lo q platicó con yuriko, l quiere sacar a como de lugar!
",1
"y el muy hdp pretende dar lecciones al presidente de mi patria venezuela
",1
"@usuario de seguro le falto el camote pare el postre! ;\/
",0
"cuando le digo a mi madre que no quiero carne, que quiero pescado que hace mucho que no comemos, y acabamos comiendo callos. perfecto.
",0
"10 años de in rainbows. 10 putos años. ¿a dónde se va el tiempo? ¿porqué me encanta ese disco? ¿porqué tuiteo a las 7:00 am?
",0
"yo a ella la conocí en una fiesta que hice por una amiga. ella iba con su novia de ese entonces. que por cierto es re fea y gorda.
",1
"@usuario hola lupillo, por mucho tiempo e querido escribirte esto pero me daba pena pues es una petición a lo mejor muy tonta para ti.
",0
"@usuario  a ver a que hora sales de tu escondite mariquita
",1
"no sé si guardar mi dinero para salir contigo o gastarlo en pendejadas a la verga
",0
"los jovencitos karen y erick fueron asesinados hace un año en #ecaterror y su madre aun espera justicia.
",0
"amo a mi madre; es la única persona capaz de hacerme reír a carcajadas a pesar del cansancio, la tristeza o cualquier otra circunstancia.
",0
"encontrada! 🇦🇷gracias  a todos y cada uno de los vecinos de palermo que ayudaron a que mi madre encontrase a su gata de 7 años!gracias de ❤️
",0
"@usuario y los taxis amarillos hasta portan armas. esos deberían renovar... pero sus vidas #hdp
",1
"todavía me acuerdo de cuando @usuario  decía cosas feas de raúl padilla.
",0
"me quiere en su estado les  tengo la verga tieza porque no ha podido cogerme? 5575025776 escribe al whatsapp
",0
"@usuario @usuario a nosotros tu pinche puta vida, hdp pendejo
",1
"#milibrofavorito ""el sexo es el consuelo que uno tiene cuando no le alcanza el amor."" - ""memoria de mis putas tristes"" / garcía márquez
",0
"que bueno que hoy juega rayados y tigres para no ver a todos los posers mamando a los astros
",0
"carmen berenguer escribió un poema al “anticristo”, fallecido hoy en chile, que dice: “la obrera loca travesti es una aparición medieval”
",0
"@usuario soy una tonta jajajaja ando haciendo tarea estresada :3
",0
"@usuario @usuario @usuario jajajajaja la que sea, de todas formas salimos feas en todas!!!
",0
"que #sobrevivaméxico a sus políticos hdp, para que, como nación, seamos tan grandes como podemos ser.. #vivamexico 
",1
"estoy esperando a que lleguen mis compañeritos a abrir y pensando que que cagado estaría que se me ocurriera meter la cabeza y me atorara  <url>
",0
"mi compañera de equipo se mamo con la información, le quite un chingo y ahora no cuadra lo que hice🤔, no sé si reír o llorar
",0
"en draft soy de la idea de ir por el ot q hace falta... pero si…
",0
"mamando su propia verga en el parque  mas gratis en ►
",0
"su ""pura vida"" quedó en ""pura verga"" que se tragaron pinches ticos piojosos
",1
"#estamosunidosmexicanos ya me hicieron llorar, putos!!!
",0
"playground y cultura colectiva dándole en la madre a 300 años de avance científico, como siempre.
",0
"ojalá lo vean las golfas que los parieron, así las han de tratar
",1
"lo bueno es que soy prieta y saben que soy extranjera y yo les digo que no se hablar en francés 😂
",0
"que les parece esta verga? a mí se me hace muy fea.
",0
"para lo único que va a servir mi foto de generación es para que mi madre la cuelgue en la sala de su casa.
",0
"además me ultra jode que el pinche manga sólo tenga 6 putas páginas...x eso los dejo acumular ay no sé pero me quiero arrancar las greñas
",0
"y todavía se ofenden porque les dicen 'putas' las muy putas, lástima que no tiene twitter sino la arrobaba jajajaja
",1
"por mi los dos chinguen a su madre aquí y en persona par de putos
",1
"joto tenias que ser, wilo de mierda. vergüenza deberían de tener que ponen…
",1
"!y cuando la novia de luis me diga que publique dándole  la razón a esa golfa! entonces ya crean
",1
"yo aquí tuiteando mamadas y se me olvida que a las 5 es mi cita con el wey que me ayuda a organizar mi cabecita loca.
",0
"martes con de m de mamando onvre se arreglan las cosas... creo... eso dicen.
",0
"segunda y última vez que intento hablar contigo(si no me sigues la conversación) si me mandas a la verga, ahí muere
",0
"a chingar a su madre putos argentinos ya acabalo árbitro la conchadetumadre
",1
"@usuario @usuario pero no me sorprende él, sino el montón de señoras tontas que mueren por abrazarlo y besarlo 🤦🏻‍♀️
",0
"@usuario jajajajajajajajaj la puta madre te amo
",0
"putos vecinos poniendo “me dediqué a perderte” ☹️😡
",1
"soy aranza y ando como loca con las teóricas viste jsjs
",0
"que gorda, me comi una barra de chocolates sola 😩
",0
"servicio a caballeros, gordita. sexy y te atiendo en hotel o motel. #putas #tamaulipas | 
",0
"en estos días de lluvia tengo que aprender a chiflar! esos camiones no se detienen 😓
",0
" @usuario tú como pudes garantizar la seguridad de las mujeres de tú familia? si las asaltan o si abusan verbalmente también es por tontas.
",1
"según muy pinché putito aguantador, no más se la di a oler y se espanto.
",1
"@usuario @usuario estan igual de feas que quieren
",1
"es lunes, el trabajo es para la próxima semana, no estén mamando.
",0
"ahora la culpa es tuya jajajajajaja, julio la gente esta muy loca wtf!
",0
"¿como es que a las putas les va mejor en el amor que uno?
",0
"caliente con ganas de mamar pies y verga quien quiere ?
",0
"de llorar como maria magdalena aunque nos hayamos dicho cosas feas la sigo extrañando un friego que es soltar
",0
"gasta más en publicidad el gobierno , seis veces más que lo que le dan a partidos!, uta madre ya me hicieron enojar!
",0
"que tema tan perfecto la doctora ii la puta madre nunca me va a cansar
",0
"fact esta molesta conmigo por no elegir al bueno e irme con juaco para valer verga
",0
"es un joto señor jajaja y su vestimenta de mujer jajaja
",1
"gente estupida de mierda que  no sabe aceptar lo que es talento! hdp  perdón me altere
",1
"ya me llegaron todos puto silvestre y salvaje, @usuario controla a tu nalga está de hormonal la loca
",1
"jajajaja creo que me estoy volviendo mas loca de lo normal 🙃.
",0
"pablo y yo somos una verga para eso de la tarea. a eso le llamo yo, trabajo en equipo 😂
",0
"así estas hijo d tu puta madre...cuando ganamos la final como cagan la verga putos...
",1
"que te puedo decir los putos me critican los heterosexuales me burlan los transexuales sabes cual es la única diferencia yo sigo de píe sin burlar a nadie porque yo si aprendí
",1
"no zorras, zorritas🦊, cocodrilas🐊, putas, putitas, viboras🐍, ni tarantulas🕷️🕸️
",0
"wey, súper consejo conoce tus putos límites y no le cagues a la peda a los demás
",1
"¿cuáles son los putos hater del canal de dalas?  ya se todos los putos basura de su canal,@usuario  cabrón  besos😚🤫😚😚😚😚
",1
"neta, odio que me despierten porque no puedo dormirme de nuevo! me caga!!! ahora voy andar de malas todo el puto día.
",0
"y todavía hay imbéciles mexicanos que los apoyaron el mundial pasado, que se vayan a la verga putos ticos
",1
"dato: la verdad nos vale verga cada que cambian su foto de perfil.
",0
"@usuario @usuario es tan complicada la política lo más cabron que todos son iguales cada día es peor ya no sé por quien votar 🗳.
",0
"que puta vergüenza ser de está selección molesta!! @usuario  solo les recuerdo que el karma tarde que temprano los va a alcanzar! putos!
",1
"agarrados de la mano y ocupando el ancho de la acera. ¡quítense a la verga a chingar a sus putas madres!
",1
"abrí el refri para sacar las verduras de la comida y terminé comiéndome la calabaza y el camote enmielado.
",0
"🙄🙄🙄 - mesero, hace media hora que pedí una ensalada. . . - le estoy dando tiempo para que recapacite, maricón !!
",0
"hoy estuve del asco en natación por el dolor de cuello, saliendo fui a que me dieran masaje y 5 putas contracturas tenía, con razón me dolía
",0
"jajajajajaja 😂😂😂😂😂😂 jajajajajaja 😂😂😂😂😂😂 jajajajajaja 😂😂😂😂😂😂 adiós mundial, pelón maricon! aviéntate ot…
",1
"no entiendo porqué andan de putos si ya me tienen y estoy más bonita 🙄💁🏽😂
",0
"no les gusta el puto iphone o no les alcanza, no se lo compren y también ya dejen de mamar, pinches acomplejados pendejos wanna be.
",1
" @usuario @usuario te repito, no te sientas inferior por tener primaria trunca wilo maricón. dicen: ódiame más, los odias y andan de putos. haha y montoneros.😂
",1
"@usuario jajajajajajajajajajaja te vas a la mierda hdp, jamás sabes que no soy cariñosa
",1
"gio dos santos dejó bien ardida a belinda.
",0
"espero con todo el corazón no asusten este lindisimo clima saliendo mañana con sus putas bototas y suetersotes. bye
",0
"no mamen desde la gorda murrieta que fachade putas de tacon dorado inutiles tienen carajo
",1
"¿qué putas le ponen al enjuague bucal que siento todo el gusto a orégano? como si hubiera desayunado pozole...
",0
" @usuario lo más cagado es que a mi me han dicho eso y varias veces 😂 #quepedogente
",0
"si a ti no te importo, a mí también , me vale madre nuestro amor
",0
"@usuario @usuario @usuario ponte a chambear en oaxaca hijo de tu puta madre y deja de andar de lameculos.
",1
"yo ya era fan de renato ibarra desde que me lo encontré en una fiesta de putas en la condesa, no se quieran subir al barco, villamelones.
",0
"no mamar, ponlo a la hora que nadie está despierto jajajajja
",0
"@usuario @usuario @usuario  tú chinga tu madre si no sabes cómo está el país si no has visto la parte pobre y menos si toleras las mamadas de este presidente de mierda
",1
"no soy celosa, sólo tengo un sexto sentido para distinguir putas
",0
"no es porque me hayan mandado a la verga peeeeeeero jamás tuve que haber dejado a lei. lección aprendida.
",0
"otra vez las putas gomitas de los audífonos, me urgen los de black mirror
",0
"¿todas las de ecc son putas? o solo las que yo conozco 🤔
",1
" @usuario así es la gente, yo no veo ningún problema en que ella haga eso, pero que entonces ya no tenga novio la cabrona, pobre de ese wey :(
",0
"@usuario subele a esa madre wujiju 😂
",0
"soy mujer, pero en verdad qué hay cada vieja pendeja manejando carro 🚗 😤
",1
"soy anabanana (:  (no putos, nadie más me dice así, sólo él)
",0
"si no mames, qué putos nervios, pinche lópez... luego luego vamos a valer verga contigo a cargo del…
",1
"me canse de decirle que yo sin ella, de pinches putas pena muerooooo
",0
"y yo extraño verla a la cabrona. <url>
",0
"más vale prevenir que lamentar 😌 porque mamá luchona al 💯 <url>
",0
"jaja tú estás más loca y eso dice mucho 😂 también te quiero, espero echar chisme de nuevo pronto ❤
",0
"todo méxico se esta pasando a la izquierda jajajajaja no mamar en méxico no hay izquierda. están los abzurdos, pero nada más
",0
"hasta parecen modelos los hdp! por qué tienen que ser de turquía? no tengo nada contra eso, pero son más misóginos y machistas que aquí :/
",1
"extraño poza, bueno a mi familia en si porque sales a comprar tu zacahuil y te matan a la verga :(
",0
"puta madre ya nos jodio bien jodidos 😭😰🇨🇺
",0
"jajajaja. sigue hablándome muy verga y vas a terminar igual de pendejo que el bofo
",1
"una pera  |hoy rescaté de una caída un cupcake, una rebanada de gelatina, un huarache y a mi hijo. ahora sí soy madre luchona 💪🏻
",0
"amigos este tweet me ha hecho reflexionar, ya no diré verga diré ""v word"" porque me veo muy vulgar gracias. 🙏🏻
",0
"nunca en la vida me sacaría las cejas en solo cejas jajajajjjajjjjjjjjjjjajaj ni loca
",0
"chingas a tu madre!!! me subiste 100 el gas! idiota yo soy pobre, con twitter pero pobre!!
",1
"quiero saber quien v*rgas hace la logística del aviación cañada💆 3 putas combis a las 9 de la mañana😠
",0
"si van a decir ""v word"" mejor digan ""jerga""; al menos así se censuran en su idioma. no obstante ello, es siempre mejor que digan ""verga"".
",0
"@usuario 10m.... jajaja!. esperando acá en mixcoac ya más de 1 hora. como siempre, los chóferes saltándose calles. que hdp
",1
"resumen de mi primer fin de cervantino:  -mega peda loca de mis vecinas arriba en la terraza -rompieron mi chapa :(  -no invitaron
",0
"quiero hacer una fiesta loca. ya quiero que sea noviembre.
",0
"y como buenos putos que son cierran todos sus cuentas 😂😂😂 @usuario y @usuario y hasta @usuario
",1
"#miprimerasaltocondelmazo hoy de indios verdes a tecámac. ya me habían dado más de 3 meses de tregua las ratas hdp.
",1
"no hay más jota ardida que una jota pasiva!! 😅
",1
"ser detallista vale verga, si no te quieren es no y ya.
",0
"ten count y sus putas 4 páginas con kurose y su nepe al aire libre *flips table*
",0
"este debe ser un maricon encubierto porque los que apoyan esto que es algo aberrante. .son maricones
",1
"@usuario ...una buena mentada de madre?
",0
"hagamos como si nadie se diera cuenta que me esta cogiendo de marica.
",0
"¿soy la única loca que con las canciones de michael jackson baila como loca? xd tipo así (pero peor 😂):
",0
"¿que verga con el tráfico? llevo casi una hora en el bus, y ya hasta me eche una pestañita. ☹
",0
"¡está bien feo que le dediquen la misma frase a toooodas tus parejas! ¡tengan tantita madre! 😂
",0
"que putas ratas miserables tienen que ser para vender cortesías del partido.
",1
"@usuario yo más💘, jajaja cuando en la fray se exente con 7, ese día mama prieta tendrá una abundante y esponjosa cabellera.
",0
"#noesposibleque por pinche gorda y amargada nadie te quiera.
",1
"mejor pregúntame como tomarle fotos a tus comidas, porque las que me copias te quedan re-re-feas.
",0
"amores como amanecieron. yo con unas ganas locas de tener una rica verga en mis hoyitos
",0
" @usuario y mi cumpleaños, cabrona!
",0
"porque todos están mamando con la navidad desde octubre? busquen otra motivación en la vida, que oso.
",1
"si con #140caracteres no escribo ni madres... menos con 280
",0
"cuando yo era chiquito me deban leche del vote, ahora que estoy grandote me la sacan del camote.
",0
"esta de la fregada este lunes no importa cuando lo leas, para mi todos los días son lunes, porque me levanto jodido
",0
"y ya que quedó eliminado holanda algunos idiotas recordándoles su mamada de no era penal, los odio putos.
",1
"¿frente ciudadano? yo veo putas banderas de partidos qué mal que sigan pervirtiendo las palabras 
",0
"me vale verga si decir verga es naco, ya cállense el pinche hocico.
",1
"la cuarentona mamando, mientras el esposo trabajando... @usuario
",0
"como de costumbre se hacen de la vista gorda, cada vez peor el servicio en general, esa situación es muy frecuente.
",0
"11am y mi estrés a tope. pinches de @usuario con sus soluciones que no solucionan ni madre! 😠😡
",1
" @usuario @usuario al chile a la raza ningún pinche chile les embona que se vayan a la verga compi,ese wey todavía ni agarra el avión y ya lo están reventando
",1
"¡ay, diosito! cada vez es más gordita y feíta la pobre niñita. aunque lo gorda tal vez algún día se le quite, pero lo prieta y fea, ¡jamás!
",1
"@usuario hijo de tu puta madre perra ojala te maten maldito perro
",1
"putos locos, yo llevo 6 horas y aún no salgo de la segunda isla no mamen.
",1
"tomarle fotos feas/chistosas a mis amixes me hace experimentar un placer inexplicable.
",0
"nunca se acostumbren a hablar todos los días con alguien porque cuando dejan de hacerlo se siente de la verga.
",0
"@usuario @usuario ese es un verdadero ejemplo de un hijo de puta, mas lo que le va a vender nuestro rey supremo @usuario  que aquí todo esta de poca madre.
",1
"esos putos hondureños de mierda no merecen ni madres ojala y pierdan el repechaje y ojala y se valla a la mierda el estúpido de #osorio
",1
"no mamar, hasta en los fantasmas hay niveles, ¿o ustedes cuándo han escuchado que una casa del infonavit está embrujada? jajaja
",0
"chalupas, pelonas :v, chiles en nogada, pozole y muchas garnachas, ahora soy más gorda.☹😂
",0
"mis putos vecinos tienen fiesta y deciden subirle a la música justo cuando empieza a darme sueño. váyanse a la vergui, plis.
",1
"le quieren venir a enseñar a rezar el rosario a la madre superiora 😈
",0
"mi tío y yo camino al trabajo y platicando del mismo somos lo más cagado del mundo , nos deberían de oír.
",0
"no se para que putas me preocupo si no voy a cambiar nada aún así 🤷🏻‍♀️
",0
"ojalá venga pronto la muerte de maduro!!!! ;) putos!!! :)
",0
"pero a ti te vale, sigues siendo un ""sólo yo"". así no se verga, putas, mierda puede. 
",0
"esa mujer de intelectual no tiene ni madres ! sólo copia lo que escribe !!!
",0
"jajajajaja hasta creen que el dinero del premio nobel va destinado a continuar con investigación y no a putas y drogas.
",0
"me caga que no hay gente en el macstore y me pregunten si hice cita.  no hay putas nadie verga!!!
",0
" @usuario las feas también tienen su corazoncito y mientras sepan dan unas ricas mamadas de verga, lo demás es … <url>
",0
"ahora que lo pienso, mi hermana es tan hdp que seguro me hubiera grabado vomitando, but no lo hizo ❤️
",1
"🇳🇱 se queda sin mundial y no irá a 🇷🇺 2018, eso se llama karma, o sea, a chingar a su madre putos, nos vemos en 1 año, no menos...en 5 😂🤣😂🤣😂 <url>
",1
"son bien graciosas mamando con sus relaciones y cómo son felices y la verga y luego de repente dejan de hablar del susodicho linduras
",1
"@usuario @usuario @usuario nop yo no soy un lameculos de ese pinche cerdo como uds pinche pasquin inmundo!!!
",1
"te iba a mandar a la verga, pero te vez marica, así que, ¿qué tal y te vas con gusto? así que mejor te mando a chingar a tu madre.
",1
"dame dame todo el puwer pa que demos en la madre viva mmmmmmmmexico vive mmmmmmmmexico jajaja se mamo 😂
",0
"@usuario que no es @usuario esta madre?
",0
"oooo y no es empleado de trump y además lameculos del gringo? 
",1
"ya la me vale verga, mejor ahora antes de planear boda
",0
"pero como mexicanos solo somos habladores como las putas gallinas solo cacaraqueamos pero no actuamos...
",0
"básicamente la ""felicidad"" consiste en que te valga madre la vida de todos los demás y vivas la tuya como quieras.
",0
" @usuario una vez teniendo un resultado favorable el mexicano es mediocre y se demostró en ese juego de ayer, agregále la maña hondureña re putos :v
",1
"axe hace autostop en pelota picada para lanzar su fragancia más loca: “leather + cookies”
",0
"después de que me mandó a la #awnozone seguí y tuve que pedirle yo que fuera mi novia
",0
"metanse las copas américa en el.ojete chilenos putos.
",1
"@usuario @usuario @usuario @usuario @usuario ardida, nunca en tu vida te moverías asi por que estas bien cerda. 🙊
",1
"no sea joto, si crítica aguante, mucha boca pa criticar, poca cara para aguantar, nada de ruin, aguante #noseachillon
",1
"es una pinche mamada en cabify, y es una pinche mamada en laudrive. contra hombres y mujeres, por igual. es contra el consumidor. hdp. 
",1
"wey que marica, años después sigo llorando con la película de @katyperry
",0
"la que se veía súper mal era demi lovato porque se mamo con el escote y el peinado le quedo feo
",1
"“¡estúpidas, golfas, pirujas, ¡no tienen derechos!"", arremete zurita en mvs contra madres de familia
",0
"de todas se manda esta hdp se va a ir al infierno de los infiernos
",1
"odio los días grises y con lluvia me deprimen cabrón 😡😡 <url>
",0
"donde hay que hacer solicitud para trabajar con ustedes? la pinta de luchona ya la tengo y todos dicen que soy un cafre cabify  @usuario
",0
"y jimmy qué putas!? también le dijo non grata a #ximena
",0
"menos tu pinche prieta tiznada🤢 tu eres color ceniza💁🏼🤢😂
",1
"ya no sé si es alan pulido o chuck norris ese cabrón, sobrevive a todo el hdp.
",0
"ay no, le estás diciendo a la banda que el alcohol mata, mientras tanto ellos se preparan un rotoplas de agua loca
",0
"borro los putos comentarios, quito sus subs., y quito los likes, creo que dalas se cago v:
",0
"si fueras otra persona le pondría pausa a mis sentimientos, pero como no, me dejaré ir como gorda en tobogán. 😍❤️
",0
"la hormona loca ataca y estas ganas de llorar inexplicables me están controlando 🙃
",0
"cuando hay ganas, con que me salga la verga del pantalon es suficiente para dartela toda.
",0
"@usuario se me fue el pedo jajajajajaja chale bale berga
",0
"quien me hace su putita entre semana a medio dia yo cdmx
",0
"yo hice el cover de esa rola, putos! te amo papi bosé
",0
" @usuario @usuario aunque no escucho tu música, aplaudo tus palabras criticando a los putos gobernantes corruptos y eso nos hace estar en la misma frecuencia.
",1
"@usuario @usuario llegué a ver en vivo esa away, de las cosas mas feas que haya visto en acción.
",0
"ya están mamando mucho con la seña de ""te ganaste un putazo"" 👌
",0
"te reto a que nos partamos la madre @usuario  yo si te quito lo maricon y lo vicioso o quieres que…
",1
"me gustaría que me regalaran una tanguita con los colores patrios jaja y no unas rosas 🌹 feas 😂😏
",0
"lo he decidido volveré a ser gorda feliz!! al fin que siempre estare sola en moosthar house
",0
"ajajjj las chonis jajjjajaj que tontas son
",0
"cómo era la vaina de votar en dictadura?es botar tu voto, hasta en mi casa me decían loca por no votar, que se vayan todos a la misma mierda
",1
" @usuario gasolineras que no da litros de a litro,hagan algo,los que supervisan se hacen de la vista gorda
",0
"jajajaja quien gana el marihuano vs el camote 😄🤣😂😅 <url>
",0
"se nota que no lo escuchaste el dijo que tienes derecho a vestirte como golfa y ser una piruja si así lo deseas
",1
"una ya no puede enamorarse a gusto porque llegan las putas arrastradas y tu novio cae como todo un pendejo.
",1
"tomenla putos. corruptos y pinches ogetes. @usuario
",1
"ira la gorda asquerosa jajajaja y aún así se atreve a criticar
",1
"#noteimaginasqueundia despiertas transformado en un tremendo mariposon
",0
"ya quiero que sea mañana que este libre de pendeja tarea para contarle todo a valeria
",0
"¿qué sabrá de amor cupido? si no a cogido con putas.
",0
"es la primera pelea real que le veo al #canelo , la verdad se están aventando un buen tiro. buen oponente el #ggg  
",0
"no aguanto más, no puedo esperar más me urge estar bailando y cantando como loca ¡urge ya verlo! #veteyaenvevo💙
",0
"quiero hacerme un tatuaje simbolico con alguien pero mis amigos son bien putos ptm
",1
"todas flotan menos tu por gorda 💀 #verdadesocultas #meduelesmexico #lamula
",1
"mañana es 11 y en eeuu se ponen feas las cosas 🤔
",0
"no mamen, sí eso es cierto y funciona, somo unos putos cavernícolas buenos pa' nada.
",0
"sabes que a méxico le vale súper verga el partido cuando ves que jair pereira es titular
",0
"me levante a buscar comida y me di cuenta que mi mama puso una foto con mi ex en la heladera que clase de madre eres
",0
"seriamos 4 pero salieron a dar las nalgas, no a jugar fútbol 😒😒
",0
"de verdad que chinguen a su madre todos hoy me cae
",1
"(sarcasmo) han d estar ahorita bien divertidos disfrutando de su ""agua loca"", superaron la receta, oja…
",0
" @usuario jajajajajaja no mamar mi @usuario ahora sí para que veas vas a pagar tus multas para recuperar tu jeep y seguir #haciendoladepedo
",1
"sabes que ya valió madre la dieta cuando vas al supermercado en septiembre, y ya hay pan de muerto.
",0
"yo no puedo creer la foto que subió juanpi que hdp
",1
"@usuario vas y rechingas a tu madre cada que te lata el corazón.
",1
"estoy hablando con un chino. el chino habla español. no le entiendo nada. como putas voy a comunicarme en china?
",0
"rectificar es de sabios, el ya mando a la burger al ame...😂
",0
"pueden ir al gimnasio, a correr o practicar el deporte que sea sin estar mamando en las redes sociales como imbéciles. pinches pendejos.
",1
"y eso que hijos de puta?? de todas maneras nos chingan con los impuestos !! paren de mamar
",1
"pueblo: hey, imbécil el país está de la verga hace algo.el imbécil:
",0
"me estoy cambiando en mi cuarto a riesgo de que los maistros de enseguida me vean las chichis porque no tengo putas cortinas.
",0
"si valer verga es estar de moda entonces me veo fabuloso.
",0
"quieren que uno las respete y se llaman ʺalejandraʺ no mamen, si ustedes las ʺalejandrasʺ son bien putas.
",1
"puta madre 🤦🏾‍♂️...! no lo ha gan! al menos que seas una tía 🤷🏾‍♂️
",0
"pa que verga reproduzco en genie si sigue igual en 3ro me cagan
",0
"me gustaría que mi ropa tuviera un gps para saber en dónde verga está!
",0
"@usuario no me gustaría ver desaparecer mi berga en tu culo
",0
"oye que no soy yo, que esta la peña vuelta loca y ya no me…
",0
"putos aires acondicionados de mierda estoy malísima por su puta culpa
",0
"aeropuerto cdmx!!!!!! #vacacion #love #gay #live #cdmx2017
",0
" @usuario a raíz de todos los tweets que has posteado, creo que podríamos tener una conversación de vida muy cabrona
",0
"a la verga putos chilenos!!!! 😂😂😂😂  más tu puto @usuario
",1
"jawy y potro pa' la verga...  - nunca me canso de decir eso 😂😂
",0
"wey mi lozano.. hijo de tu puta madre mi bebe #mexicandesmotherpalmundial
",1
"se le arrugó al maricon del chicharo!! pecho frió joto !!! no puedes andar pidiendo permisos ante estos juegos !!
",1
"superman, superman, ya tu chica esta muy loca por meterse tanta coca 🔥🎶🎶
",0
"los hombres no son putos, no dan pena y no son menos hombres cuando tratan de una forma bonita, decente y tierna a su pareja frente a todos.
",0
"haces un diagnóstico de salud en el ss para que nadie los lea y no se hagan las intervenciones...que poca madre
",0
"¿$7800 por unos cuchillos? no mame ¿cortan solos o que verga?
",0
"jajaja ahora resulta que una gata dice tener lastima de mi 😂
",1
"australia le pondrá una putiza a honduras no se emocionen putos changos locos
",1
"@usuario @usuario @usuario @usuario y este trío de senutrias??? qué las encarcelan por pinches feas!!!
",1
"hay 3 octavios en la oficina, 2 nos apellidamos lópez y acaba de haber un pedo porque una señora decía *yo hablé con usted no estoy loca*
",0
" @usuario @usuario @usuario jajajajajjaja ese juego si esta bien cagado xdxd
",0
"me estoy muriendo del dolor, y les vale verga 😒😭💔
",0
"#masterchefmx y salen los putos a tener fantasias con los o chef irlandés.
",1
"lo bueno de valer verga en algún momento es esa sensación que viene cuando por fin te recuperas. y es bonito, y está bién.
",0
"@usuario cota rescinde tu contrato we.. recuerda que fue chivas quien apostó por ti y no los tuzos.. acá eres el puto amo!!
",0
" @usuario jajajaja no mames, estás cabrona woe!
",0
"@usuario seguro que eso si lo van a hacer funcionar hdp
",1
"y si empezáramos así este martes frío para calentarnos un poco???  #fer #putita #tiernita
",0
"veo más fácil que un hombre se haga joto a que un joto se haga hombre jajajaja sin ofender mero comentario @salazargdl
",1
"los futbolistas mexicanos se maman por ser ""los mejores"" de concacaf. pero andan de putas divas cuando alemania o chile les dan un repasón
",1
"mañana 2 horas de cardio... no mamar! que forma de tragar 🐷🐷🎃
",0
"en caso de simulacro por sismo, favor de no bajar las escaleras de emergencia detrás de una gorda hablando por teléfono #malditachambona
",1
"las lluvias continuarán de forma intensa durante septiembre en casi todo el país, alerta @usuario   #enpunto
",0
"cuando no puedes con el enemigo, habla con el tatuador
",0
"esa chica un poco loca, que solía estar cantando por el barrio. esa chica tan risueña con el pelo alborotado. 🎶 #lovg
",0
"cofundador de twitter culpa a las redes sociales de volver más tonta a la gente <url>
",0
"me podrías coger a mi así de rico me encantaría sentir tu rica verga bien metida en mi culo
",0
"entonces el ocico t apesta a mierda, y continuamente t han d arrimar la verga a tu ano,  digo tu cara
",1
